review,sentiment,tagalog
It was a long time that i didn't see a so charismatic actor on screen.,1,Ito ay isang mahabang oras na ako ay hindi makita ang isang kaya charismatic artista sa screen.
Paolo Sorrentino has written a wonderful story about loneliness and Tony has built one of the most unforgettable characters seen in movies in recent years.,1,Paolo Sorrentino ay nagsulat ng isang kahanga-hangang kuwento tungkol sa kalungkutan at Tony ay binuo ng isa sa mga pinaka di malilimutang mga character na nakikita sa mga pelikula sa mga nakaraang taon.
The movie is not completely perfect but 'Titta Di Girolamo' will stay with you for a long time after the vision of the movie.,1,Ang pelikula ay hindi ganap na perpekto ngunit 'Titta Di Girolamo' ay manatili sa iyo para sa isang mahabang panahon pagkatapos ng pangitain ng pelikula.
I rate this movie 9/10.,1,I-rate ang pelikulang 9/10.
"I do not know if this was Emilio Estevez's directorial debut, but the pacing, the interplay and development of the characters as well as some clever camera work surrounding the character Estevez plays all suggest a natural eye.",1,"Hindi ko alam kung ito ay ng patnugot pasinaya Emilio Estevez, ngunit ang pacing, pagtutulungan at pag-unlad ng ang mga character pati na rin ang ilang mga matalino na kamera sa trabaho nakapaligid ang character Estevez plays ang lahat magmungkahi ng isang natural na mata."
The interplay between Martin and Emilio contains the same wonderful chemistry we saw in Wall Street with Martin and Charlie.,1,Ang pagtutulungan sa pagitan Martin at Emilio ay naglalaman ng parehong kahanga-hangang kimika nakita natin sa Wall Street na may Martin at Charlie.
"Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in ""At Play In The Fields Of The Lord"".",1,"Kathy Bates ay kahanga-hanga sa kanyang karakter banayad na pagkawalang-taros at pagtalikod sa katotohanan; isang pagkakaiba-iba sa kanyang karakter sa ""Sa Play Sa Ang Fields Of Ang Panginoon""."
For readers who have already seen one of Miyazaki's films: he is still in top form and made another worthwhile experience.,1,Para sa mga mambabasa kung sino ang nakita na isa sa Miyazaki films: siya ay pa rin sa itaas na form at ginawa ng iba pang kapaki-pakinabang na karanasan.
"It never condescends, all the characters have good genuine hearts and believable problems.",1,"Ito ay hindi kailanman condescends, ang lahat ng mga character ay may mahusay na tunay na puso at believable problema."
The two main characters may be two of the most believable children I ever saw put on screen.,1,Ang dalawang pangunahing mga character ay maaaring maging ng dalawang sa mga pinaka-believable anak ko kailanman nakita ilagay sa screen.
"They are so easy to love, but even more easy to identify with.",1,"Ang mga ito ay kaya madaling upang pag-ibig, ngunit kahit na mas madali upang makilala sa."
This movie is great--especially if you enjoy visual arts.,1,Ang pelikula na ito ay mahusay na - lalo na kung masiyahan ka sa visual arts.
The scenery that the two daughters paint and photograph are beautiful.,1,Ang senaryo na ang dalawang anak na babae ipinta at kunan ng larawan ay maganda.
The story is also both funny and poignant at times.,1,Ang kuwento ay din ang parehong nakakatawa at maanghang minsan.
"People who like European films and ""art movies"" will like this movie.",1,"Ang mga taong tulad ng European films at ""art movies"" ay nagkagusto sa pelikula."
This is truly an art movie--it actually has a lot of art in it.,1,Ito ay tunay na isang sining pelikula - ito talaga ay may isang pulutong ng sining sa loob nito.
Go rent it.,1,Pumunta magrenta ito.
"However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.",1,"Gayunpaman, pagkatapos sa wakas ay nanonood ito pelikula, napagtanto ko na hindi lamang ay nagkaroon ako ng isang closed isip na ang kinang nito ay nangangahulugan ng, ko rin nahanap ang aking sarili nanonood ito nang paulit-ulit."
"It's the one movie that never ceases to interest me, simply because it keeps me alert, as I try to attempt to decipher it's meanings.",1,"Ito ay ang isang pelikula na hindi kailanman ceases upang kawili-wili para sa akin, kailangan lang dahil ito ay nagpapanatili sa akin alerto, bilang subukan ko upang tangkain upang maintindihan ito ni kahulugan."
Brilliance indeed.,1,Kinang sa katunayan.
"But if you liked movies like The Matrix (and better yet, their sequels) I think you'll appreciate the thought provoking, mindblowing experience this film will give you.",1,"Ngunit kung nagustuhan mo ang pelikula tulad ng The Matrix (at mas mahusay pa, ang kanilang mga sequels) Sa tingin ko makikita mo Pinahahalagahan ang pag-iisip kagalit-galit, mindblowing karanasang ito film ay magbibigay sa iyo."
Think of the film being like a dream.,1,Mag-isip ng film sa pagiging tulad ng isang panaginip.
Simply beautiful.,1,Kailangan lang maganda.
Both Rickman and Stowe play their roles to the hilt in this tale of a childrens' book writer who-- maybe?-- has written a subversive tract.,1,Parehong Rickman at Stowe i-play ang kanilang mga tungkulin sa mga hawakan sa ito kuwento ng isang childrens 'book writer who-- siguro - ay nagsulat ng isang subersibong tract.
"It's a gloriously fun, fast paced and fairly accurate portrayal of the night of a raver.",1,"Ito ay isang gloriously masaya, mabilis paced at walang kinikilingan tumpak na paglalarawan ng gabi ng isang bading."
It presents a idyllic yet serious portrayal of the ups and downs of the characters lives.,1,Ito ay nagtatanghal ng isang payapang pa seryoso paglalarawan ng mga tagumpay at kabiguan ng buhay na character.
"Just whatever you do, avoid ""Groove"" as its the antithesis of all that is good about Human Traffic.",0,"Basta kahit anong gawin mo, avoid ""Groove"" bilang nito ang anti-tesis ng lahat na ay mabuti ang tungkol sa Human Traffic."
"It's too bad that everyone else involved didn't share Crowe's level of dedication to quality, for if they did, we'd have a far better film on our hands than this sub-par mess.",0,"Ito ay masyadong masama na ang iba na kasangkot ay hindi ibahagi ang antas ng pag-aalay ni Crowe sa kalidad, para sa kung sila ay, gusto naming magkaroon ng isang malayo mas mahusay na pelikula sa aming kamay kaysa rito sub-par gulo."
The movie seemed a little slow at first.,0,Ang pelikula ay tila isang maliit na mabagal sa una.
But it picked up speed and got right to the point.,1,Ngunit ito kinuha ang bilis at nakuha karapatan na ang punto.
"It showed exactly how the government and the scientist argued for humanity and the reasons of the ""gadget"".",1,"Ito ay nagpakita kung paano mismo ang pamahalaan at ang mga siyentipiko Nagtalo para sa sangkatauhan at ang mga dahilan ng ""gadget""."
I enjoyed it.,1,Tatangkilikin ko ito.
I have recommended it to friends.,1,Ako ay may inirerekomenda ito sa mga kaibigan.
I was particularly pleased with the acting ability of Dwight Schultz.,1,Lalo na ako ay nalulugod sa mga kumikilos kakayahan ng Dwight Schultz.
"Both actors truly understand and become their particular character, delivering a convincing, sincere performance.",1,"Ang parehong aktor tunay na maunawaan at maging sa kanilang partikular na karakter, sa paghahatid ng isang kapani-paniwala, taos-puso sa pagganap."
"Their on-screen chemistry, critical to the entire film, is genuine.",1,"Ang kanilang on-screen kimika, kritikal sa buong pelikula, ay tunay."
"The film's dialogue is natural, real to life.",1,"dialogue ng pelikula ay natural, tunay na sa buhay."
"The writer, Gorman Bechard, undoubtedly did his homework because all references are industry and character-age appropriate.",1,"Ang manunulat, Gorman Bechard, walang alinlangan ginawa ang kanyang homework dahil ang lahat ng mga sanggunian ay industriya at character-edad naaangkop."
The incredible soundtrack truly captures the essence of the film.,1,Ang hindi kapani-paniwala soundtrack tunay na nakukuha ang kakanyahan ng film.
"Each track commands sentiment, actually contributing to the scenes and characters.",1,"Ang bawat track utos damdamin, tunay na nag-aambag sa mga eksena at mga character."
Definitely worth seeing it's the sort of thought provoking film that forces you to question your own threshold of loneliness.,1,Talagang nagkakahalaga ng nakikita ito ay ang uri ng pag-iisip makapupukaw film na pwersa ka sa tanong ang iyong sariling mga limitasyon ng kalungkutan.
"Hayao Miyazaki's latest and eighth film for Studio Ghibili, ""Gake No Ue No Ponyo"" (Ponyo on the Cliff by the Sea) is a wonderfully fun and imaginative look at childhood.",1,"Hayao Miyazaki pinakabago at ikawalong film para Studio Ghibili, ""Gake No Ue Walang Ponyo"" (Ponyo sa Cliff sa pamamagitan ng Sea) ay isang kamangha-mangha masaya at mapanlikha pagtingin sa pagkabata."
"At a time when it seems that film animation has been dominated by Disney/Pixar's CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.",1,"Sa isang pagkakataon kapag ito tila na ang film animation ay nai pinangungunahan ng Disney / Pixar ni CGI masterpieces, ito ay pareho nagre-refresh at nakaaaliw malaman na Miyazaki pa rin ang umaasa sa mga tradisyonal na hand-iguguhit animation upang sabihin sa kanyang kaakit-akit at kaakit-akit kuwento."
Enough can not be said of the remarkable animation in this film.,1,Sapat na hindi maaaring sinabi ng kahanga-hangang animation sa pelikula na ito.
The art style has the appearance of crayon/pencil drawings and is wonderfully colorful and fanciful.,1,Ang sining estilo ay ang hitsura ng crayon / mga guhit lapis at ay kamangha-mangha makulay at imahinatibo.
"If you act in such a film, you should be glad that you're gonna drift away from earth as far as possible!",0,"Kung kumilos ka sa naturang pelikula, dapat ikaw ay nagagalak na ikaw ay gonna naaanod na ang layo mula sa lupa bilang malayo hangga't maaari!"
"This one wants to surf on the small wave of space movies in 1998 (Deep Impact and Armageddon), and this one fails everywhere.",0,"Isa na ito ay nais na mag-surf sa maliit na alon ng espasyo pelikula noong 1998 (Deep Impact at Armageddon), at ang isang ito ay nabigo sa lahat ng dako."
If you haven't choked in your own vomit by the end (by all the cheap drama and worthless dialogue) you've must have bored yourself to death with this waste of time.,0,Kung hindi mo pa ay may pasak sa iyong sariling suka sa pagtatapos (sa pamamagitan ng lahat ng mga murang drama at walang kwenta dialogue) na iyong dapat na nababato sa iyong sarili sa kamatayan na may ganitong pag-aaksaya ng oras.
"Still, it makes up for all of this with a super ending that depicts a great sea vessel being taken out by the mighty frost.",1,"Still, ito ay gumagawa up para sa lahat ng mga ito na may super nagtatapos na inilalarawan ang isang mahusay na daluyan ng dagat na nakuha sa labas sa pamamagitan ng makapangyarihang hamog na nagyelo."
"Just consider the excellent story, solid acting and look of the film as added bonuses.",1,"Lamang isaalang-alang ang mahusay na kuwento, solid-arte at hitsura ng film bilang idinagdag na bonus."
"Instead, we got a bore fest about a whiny, spoiled brat babysitting.",0,"Sa halip, nakuha namin ang isang kalibre fest tungkol sa isang whiny, laki sa layaw pilyong bata babysitting."
"Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.",1,Pagkatapos ay pinanood ko itong muli ng dalawang Linggo na nakalipas (20 Marso 2005) at ako ay nagsimulang talagang tangkilikin ito at oras na ito ko-tape ang buong bagay.
It is a very well acted and done TV Movie.,1,Ito ay isang napakahusay kumilos at tapos na sa TV ng pelikula.
Judith Light is one of my favorite actresses and I think she does a superb job in this film!,1,Judith Light ay isa sa aking mga paboritong actresses at sa tingin ko siya ay isang napakahusay na trabaho sa film na ito!
I keep watching it over and over.,1,panatilihin ko panoorin ito paulit-ulit.
"It's a sad movie, but very good.",1,"Ito ay isang malungkot na pelikula, ngunit napakabuti."
"If you have not seen this movie, I definitely recommend it!",1,"Kung hindi mo pa nakita ang pelikula, ko talagang inirerekumenda ito!"
"She is as lovely as usual, this cutie!",1,"Siya ay tulad ng kaibig-ibig na tulad ng dati, ito cutie!"
